reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,text.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,10,1,71,0,1601.238708799996,,1601.2121478999907,1601.238708799996,1602.2239664999943,1602.2239664999943,1602.241196899995,1664.2904057999986,l,57.87144119999721,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
40,55,62,10,2,72,3,1664.3135474999872,,1664.292287999997,1664.3135474999872,1665.3153710999904,1665.3153710999904,1665.332546599995,1668.7764700999978,t,-0.7375658999953885,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
49,60,89,10,3,73,4,1668.7990477999992,,1668.7782312999916,1668.7990477999992,1669.816049999994,1669.816049999994,1669.816049999994,1671.7597997999983,l,-2.2574700999975903,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
78,80,162,10,4,74,6,1671.7830754999886,,1671.7610558000015,1671.7830754999886,1672.78388789999,1672.78388789999,1672.8173032999912,1674.04249729999,t,-2.9614807999896584,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
27,50,21,10,5,75,2,1674.0677792999923,,1674.0441439999995,1674.0677792999923,1675.067940599998,1675.067940599998,1675.1014941999892,1676.9661309999938,l,-2.298789799999213,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
15,35,13,10,6,76,1,1676.9856180999923,,1676.9679865999933,1676.9856180999923,1677.9870893999905,1677.9870893999905,1678.0196920000017,1700.0671753999923,l,17.881329000010737,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
15,35,13,11,0,77,1,1700.0775269000005,,1700.067884899996,1700.0775269000005,1701.0962377999967,1701.0962377999967,1701.0962377999967,1703.2867026999884,l,-2.017120699994848,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
49,60,89,11,1,78,4,1703.3124138999992,,1703.2874398999993,1703.3124138999992,1704.312898899996,1704.312898899996,1704.3310933999892,1717.5314960999967,t,9.00662879999436,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
67,75,119,11,2,79,5,1717.5512210999877,,1717.5334714999917,1717.5512210999877,1718.5538602000015,1718.5538602000015,1718.5538602000015,1720.8767525000003,t,-1.8851102999906288,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
40,55,62,11,3,80,3,1720.902946199989,,1720.8776840999926,1720.902946199989,1721.8881170999957,1721.8881170999957,1721.9051475000015,1723.043419499998,t,-3.0500914999865927,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
11,30,7,11,4,81,0,1723.0701399999962,,1723.0439909999986,1723.0701399999962,1724.0719937999966,1724.0719937999966,1724.0719937999966,1727.6150368999952,l,-0.6550799999968149,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
27,50,21,11,5,82,2,1727.6387090999924,,1727.6161543999915,1727.6387090999924,1728.6557537999906,1728.6557537999906,1728.6557537999906,1729.9816915999982,l,-2.87584579999384,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
78,80,162,11,6,83,6,1730.010208199994,,1729.9825438999978,1730.010208199994,1731.0065748999914,1731.0065748999914,1731.0242856999976,1732.668224699999,t,-2.5522117000073195,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
49,60,89,12,0,84,4,1732.690278199996,,1732.6690425999986,1732.690278199996,1733.6908844999998,1733.6908844999998,1733.7243840999872,1738.489555799999,t,0.589169300001231,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
40,55,62,12,1,85,3,1738.5092140999914,,1738.4911358999962,1738.5092140999914,1739.4959469999885,1739.4959469999885,1739.5265626999899,1741.5743169999914,t,-2.1159863000066252,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
11,30,7,12,2,86,0,1741.5937987999932,,1741.5758892000013,1741.5937987999932,1742.5785961999936,1742.5785961999936,1742.5949437999952,1744.1716574999882,l,-2.6042234000051394,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
78,80,162,12,3,87,6,1744.1952737999964,,1744.172774999999,1744.1952737999964,1745.1811255999928,1745.1811255999928,1745.212362899998,1746.300353499988,t,-3.0777337000035914,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
15,35,13,12,4,88,1,1746.3135402999906,,1746.3008281999937,1746.3135402999906,1747.3296016999957,1747.3296016999957,1747.3296016999957,1751.4586535999988,l,-0.07889750000322238,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
27,50,21,12,5,89,2,1751.4812830999872,,1751.4598173999984,1751.4812830999872,1752.481740999996,1752.481740999996,1752.515000200001,1762.4464173999877,l,5.757006500003627,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
67,75,119,12,6,90,5,1762.4690669999982,,1762.4481398999924,1762.4690669999982,1763.4861156999978,1763.4861156999978,1763.4861156999978,1772.6330633999896,t,4.942166799999541,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
49,60,89,13,0,91,4,1772.656572699998,,1772.6339806999895,1772.656572699998,1773.6567959999957,1773.6567959999957,1773.6898698000005,1848.4424788999895,t,70.58513220000896,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
